id,created_at,text,day_label,label
295409325734760448,Sun Jan 27 05:54:06 +0000 2013, haha any excuse  p u might aswell just stay awake and carry on drinking   smashedstripper,1,1
296141089432276992,Tue Jan 29 06:21:52 +0000 2013,project make it to my boys 100 nights now in motion!!!   at all for you g! ,3,1
295707178440998912,Mon Jan 28 01:37:39 +0000 2013,"  that should be the right typeface  sorry, im pre stimulant ",2,1
295864615231975426,Mon Jan 28 12:03:15 +0000 2013," haha cool, i got a rb season going to, hate having to block on passing plays  )",2,1
297222521072259072,Fri Feb 01 05:59:06 +0000 2013,yr 12s and new students at cheering practice!  gps2013 ,0,1
295701846046150656,Mon Jan 28 01:16:28 +0000 2013, they should coz of generators    itd probably be madness there tho if the suburb doesnt have power,2,1
296564520975998976,Wed Jan 30 10:24:26 +0000 2013," so, normal tweet with  mkr on the end?",4,1
295356939599233024,Sun Jan 27 02:25:56 +0000 2013," sorry to spoil the mood     but have a read, o as a level students 2012    oh   i though results out",1,1
296461379366428672,Wed Jan 30 03:34:35 +0000 2013, energex   its been 100hrs and i still dont have power ,4,1
296089198610481153,Tue Jan 29 02:55:40 +0000 2013, hes 20 years old   why not   78 in a 60 isnt a hanging offence   ,3,1
297283833185832960,Fri Feb 01 10:02:43 +0000 2013,"mmmm, mels looking good least",0,1
296503850586738688,Wed Jan 30 06:23:21 +0000 2013,creek max line hight mitchilton ,4,1
296098440352514049,Tue Jan 29 03:32:24 +0000 2013, no eta  could be anything between 1 h to 2 3 days  apparently  ferny is not on the top priority list of brisbane city council ,3,1
295365514572754944,Sun Jan 27 03:00:00 +0000 2013, apparently tornado hit thru mooloolaba few mins ago   this is my third time hes sooo good   ,1,1
296158329942708224,Tue Jan 29 07:30:22 +0000 2013,at brisbane city after class (at south bank)  pic   ,3,1
295436702686781440,Sun Jan 27 07:42:53 +0000 2013,best day for a movie day with the mummy bear!,1,1
295722117834625026,Mon Jan 28 02:37:01 +0000 2013, i just saw ur tweet    liked it then all of sudden heard ur voice on tv!! it was a clip of u being interviewed for the project!!!,2,1
295845292220231681,Mon Jan 28 10:46:28 +0000 2013, haha i like youre freckles! nah i dont think we will get flooded but we will probs get hit with high winds!  bringit  windsurfing,2,1
296629672807116801,Wed Jan 30 14:43:19 +0000 2013, ill just leave you wonder around till i struck you with things other than food   still trying to hint ,4,1
297196059044741122,Fri Feb 01 04:13:56 +0000 2013, did you miss my spam tweets?,0,1
296396468217061377,Tue Jan 29 23:16:39 +0000 2013," mylifein5words hi there, shall we fuck?",3,1
296724477549625346,Wed Jan 30 21:00:02 +0000 2013,round table and 4 chairs  50 00 ormeau ,4,1
296946489228398592,Thu Jan 31 11:42:14 +0000 2013,unless youre trying to get drunk as fuck,5,1
296220757548212224,Tue Jan 29 11:38:26 +0000 2013,   he had a message  fuck that  give me anti everything  give me pretty vacant  any day ,3,1
297366212420190209,Fri Feb 01 15:30:04 +0000 2013,"yup, just pulled the blankets off the bed   ill catch you guys in the morning",0,1
295415375473041408,Sun Jan 27 06:18:08 +0000 2013, thats cool  howd you get that?,1,1
296590314381131777,Wed Jan 30 12:06:55 +0000 2013,"   gives away free shit, so i guess so",4,1
295514903190577152,Sun Jan 27 12:53:37 +0000 2013, how many phones do blackberry supply you with paris ?? im sure they wont mind too much !!! like you can have what you want !,1,1
296603448655372288,Wed Jan 30 12:59:07 +0000 2013, can you please just follow me ? it would be much appreciated  thank you and love you,4,1
296003195262627840,Mon Jan 28 21:13:55 +0000 2013,im on a  cleveland line heading the city   bigwet left manly at 7 15 ,2,1
295742515036950528,Mon Jan 28 03:58:04 +0000 2013, i think youve been hacked,2,1
296198365044166657,Tue Jan 29 10:09:27 +0000 2013, and ill bet you had it all on track when you were my age ,3,1
296731740356108289,Wed Jan 30 21:28:54 +0000 2013, i wish i could see what sort of guys im pulling with my fake grindr profiles though haha,4,1
297491408741363712,Fri Feb 01 23:47:33 +0000 2013,    i can understand yr pain comrade  socialism is dead! yr comrades spent the lot   qld,0,1
295453066390556672,Sun Jan 27 08:47:54 +0000 2013, the internet already judges me ,1,1
297095232758087680,Thu Jan 31 21:33:17 +0000 2013,"long day at school    only been three days and already getting homework, oh well school is nearly over until i finish!  ) one more year!",5,1
296432832891482112,Wed Jan 30 01:41:09 +0000 2013, real man cry too  ( baby you can lay your burden upon my bosom any day sweetheart!,4,1
297375540384509953,Fri Feb 01 16:07:08 +0000 2013, you know what chocolate im talking about though right?,0,1
295993402296774656,Mon Jan 28 20:35:01 +0000 2013,first day of school today,2,1
296887294139449344,Thu Jan 31 07:47:01 +0000 2013,"nothing to see here, folks   drinking a kirin draft beer by  at harajuku gyoza   ",5,1
297248967794753536,Fri Feb 01 07:44:11 +0000 2013, dont they sup on the brisbane river? heading to django now finally!,0,1
295496322008637441,Sun Jan 27 11:39:47 +0000 2013,   thanks for the follow babes,1,1
296167619176833024,Tue Jan 29 08:07:17 +0000 2013," hey hi hello, how are you?",3,1
295689254317727744,Mon Jan 28 00:26:26 +0000 2013,"balconys completely destroyed, and 4 holes in our roof  this is a sucky public holiday day  (",2,1
296212132763152384,Tue Jan 29 11:04:10 +0000 2013, it keeps it sealed  your meant to take it off  x,3,1
295509669013749760,Sun Jan 27 12:32:50 +0000 2013,jesus! three strong beers and im anyones!  thanksabunchhepatitisa  notexactlywhatthedoctorordered,1,1
297174356432412674,Fri Feb 01 02:47:42 +0000 2013, pork roll   spinach  amp  feta triangle   surprise tea with jelly    big breakfast bahahahahahahaha so full now,0,1
295415670395527168,Sun Jan 27 06:19:19 +0000 2013,the scottish girl says i remind her of eddie murphy      what?,1,1
296719619715108864,Wed Jan 30 20:40:44 +0000 2013,"shit, that wouldve been some goal by welbeck",4,1
296945939862654976,Thu Jan 31 11:40:03 +0000 2013,gucci like black handbag  35 00 surfers paradise ,5,1
295497915294683136,Sun Jan 27 11:46:07 +0000 2013," the worst part is she, like a lot of feminists, doesnt want equality, she wants to be first  it wont ever work that way ",1,1
295866444699283458,Mon Jan 28 12:10:32 +0000 2013, yasss what date in may?  imoutforit aww did you! i miss the takeaways back home! foods all healthy over here haha! geezzz greazeeee,2,1
296943589915754496,Thu Jan 31 11:30:43 +0000 2013," i think i preferred the old styling to be honest, the new one is a bit bland!",5,1
296532976496410624,Wed Jan 30 08:19:05 +0000 2013, will you be back from t bar in town???,4,1
296457673036152832,Wed Jan 30 03:19:51 +0000 2013,  correct needs to say internet,4,1
296584594306772992,Wed Jan 30 11:44:12 +0000 2013,i try not to hate people    but seriously its like some people just ask for it ,4,1
297325612157259779,Fri Feb 01 12:48:44 +0000 2013, youre a war hero,0,1
297216516691214336,Fri Feb 01 05:35:14 +0000 2013, happybirthdayharry love you loads and ur not old xxx ,0,1
296835653545639936,Thu Jan 31 04:21:49 +0000 2013,"apple, what have you done for us lately? ",5,1
296891113703346176,Thu Jan 31 08:02:12 +0000 2013, whoa  when i said bad news   theres a line  this is in the horrible news territory ,5,1
295998971950796801,Mon Jan 28 20:57:08 +0000 2013,   and the longer than usual morning commute commences  at windsor ,2,1
296224417762115585,Tue Jan 29 11:52:59 +0000 2013, fruit loops hehe hi would i please be able to get a follow it would be absolutely amazing if i did itll probs wake me up but idc,3,1
295455571262459905,Sun Jan 27 08:57:52 +0000 2013," so, if that is down, then the network that relies on it will go down   chaos",1,1
296414863431966720,Wed Jan 30 00:29:45 +0000 2013, ive tried them  amp  can thoroughly recommend them  do you still do orange melties as well?,4,1
297172348350640128,Fri Feb 01 02:39:43 +0000 2013,child support charlie evil woman !!! nasty and vindictive have no morality,0,1
297296211470327808,Fri Feb 01 10:51:54 +0000 2013,almost crashed the car when  announced  thebritawardscomp   close to tears,0,1
297372409906987008,Fri Feb 01 15:54:42 +0000 2013,oh my goodness how good would pizza would be,0,1
296183610761949184,Tue Jan 29 09:10:50 +0000 2013, keeks!! my favourite thing about you boys!!,3,1
296927058188189697,Thu Jan 31 10:25:01 +0000 2013, can you please just follow me ? it would be much appreciated  thank you and love you,5,1
296929798880645121,Thu Jan 31 10:35:55 +0000 2013,"start tomoz  laneway festival in our laneway  specials 10am 12pm inc  food,  beer,  wine  amp  all carafes! (at brew) ",5,1
296458726423011328,Wed Jan 30 03:24:02 +0000 2013,"baby girl   great condition clothing   bulk buy!  20 00 pick up from oxenford, oxenford ",4,1
296158307440279552,Tue Jan 29 07:30:17 +0000 2013,  have to do legal and speech   ,3,1
296029667775881216,Mon Jan 28 22:59:07 +0000 2013," bruce hwy is still closed at gympie, traveston  amp  between maryborough and gympie, will be for the next day or so  bummer ",2,1
295734122972864514,Mon Jan 28 03:24:44 +0000 2013,eeek the rive is up a bit!! (with tina at eleanor schonell bridge)  pic   ,2,1
296905016948690944,Thu Jan 31 08:57:26 +0000 2013, you make me emotionally unstable  i live you too much  ),5,1
296370219381841920,Tue Jan 29 21:32:21 +0000 2013, far out thats so bad  if it hurts so bad you shouldnt go to work  you dont want to make it worse!,3,1
295347803608190976,Sun Jan 27 01:49:38 +0000 2013, she get heaps of fan mail have u got a reply yet,1,1
296983181905764353,Thu Jan 31 14:08:02 +0000 2013,professional seeks town house to share   230 00 tugun ,5,1
296816204591529984,Thu Jan 31 03:04:32 +0000 2013, you are the number one psy oppa!!!,5,1
295328727439646720,Sun Jan 27 00:33:50 +0000 2013," im not at home, im at perigian  i think im still drunk  (",1,1
296982366247845888,Thu Jan 31 14:04:48 +0000 2013, its bend and snap! snjez  works every time!  favouritemovieever,5,1
296210001586974720,Tue Jan 29 10:55:42 +0000 2013, you dont even know what a write off is ,3,1
295712128936067072,Mon Jan 28 01:57:20 +0000 2013, we be there in about 15 minutes  ),2,1
296134107283476480,Tue Jan 29 05:54:07 +0000 2013,cant wait to get home  walk the dog n play video games,3,1
296556661450092544,Wed Jan 30 09:53:12 +0000 2013," should give them a call, i know baby cakes!! x",4,1
296048904087171072,Tue Jan 29 00:15:33 +0000 2013," should be alright, the rock will cut a promo in only the way he can",3,1
295820951168356352,Mon Jan 28 09:09:45 +0000 2013, well done nic  it has been exciting following your adventures ,2,1
297282597963317248,Fri Feb 01 09:57:49 +0000 2013,birthday drinks for the birthday girl meeks_85  at pickled cactus ,0,1
296507344441974784,Wed Jan 30 06:37:14 +0000 2013,"  pm jlard   always full of surprises    hope melbs voters will have you back after 14 09    youve worked hard, adam!",4,1
297105860520468480,Thu Jan 31 22:15:31 +0000 2013,"this pain hurts soo much,and its just too real,but i know im doing it for the right reason im doing it 4 u",5,1
295362913156358144,Sun Jan 27 02:49:40 +0000 2013,motorists is now trending in  brisbane ,1,1
295517751320133634,Sun Jan 27 13:04:57 +0000 2013,best people you will ever meet  ,1,1
296593690439348226,Wed Jan 30 12:20:20 +0000 2013,yep! rt   pisces are sexually fluid and are willing to try anything once  more often if they liked it ,4,1
296952164193021953,Thu Jan 31 12:04:47 +0000 2013,"sometimes i forget i have children  ah, yes  but ssshhhh! mt  jennifer egan on why she writes  ",5,1
296066022891470848,Tue Jan 29 01:23:35 +0000 2013,finally should be getting my car back today    ),3,1
296055065528119296,Tue Jan 29 00:40:02 +0000 2013,meat pattie machine butcher fish deli  750 00 molendinar ,3,1
295342242632192000,Sun Jan 27 01:27:32 +0000 2013,  i know  it was 20mins away  also one just up the road from me  very lucky,1,1
296942491008131072,Thu Jan 31 11:26:21 +0000 2013,i will take jerry rice everyday over randy moss!,5,1
296465039802646528,Wed Jan 30 03:49:08 +0000 2013,"   reasonable  but i dont regret it, my retina pro is still the best mac ive owned ",4,1
296532434772713472,Wed Jan 30 08:16:56 +0000 2013,lol i wanna watch this now  ( rt  hey not air marshall john wanna go back in the restroom and not rest   bridesmaids,4,1
295488823415152642,Sun Jan 27 11:10:00 +0000 2013, has zayn malik cheated on perrie edwards with an australian waitress?   cough  bullshit!  cough  big lie!,1,1
295924870896824320,Mon Jan 28 16:02:41 +0000 2013,also ethan has his first night in his life with no fans and feeling 28c   he does not approve and will let the whole neighbourhood know ,2,1
296615874108981248,Wed Jan 30 13:48:29 +0000 2013, good luck to the pre selected alp candidate  my wife and i know what to do    ),4,1
295668193723297792,Sun Jan 27 23:02:45 +0000 2013, it would have to be better than nothing i guess?,1,1
296966513485828096,Thu Jan 31 13:01:48 +0000 2013, naww sounds like you need a rest!,5,1
296085359375314944,Tue Jan 29 02:40:25 +0000 2013,had to take the long way around but i made it (at west moreton college) ,3,1
295341038237790210,Sun Jan 27 01:22:45 +0000 2013, a staple until you get a mini screwdriver   ),1,1
296980389396893698,Thu Jan 31 13:56:57 +0000 2013," what can i say, ive always been good at getting peoples pants off lololol",5,1
296913915655376896,Thu Jan 31 09:32:48 +0000 2013, canned humour as usual,5,1
295814950784475136,Mon Jan 28 08:45:54 +0000 2013,remember when harry tweeted hello wild cats and we all believed in the high school musical theory,2,1
296537077389078528,Wed Jan 30 08:35:23 +0000 2013," fuck that i saw a frog today and i shit myself  and yesterday i had an encounter with a white tail, killed the bastard ",4,1
295457268755992576,Sun Jan 27 09:04:36 +0000 2013,"djokovic, you the man! that was the most impressive save !  australianopen2013",1,1
296600812749201408,Wed Jan 30 12:48:38 +0000 2013,everything is backwards here  lettersarenotnumbers  brisbane  australia  at meriton serviced apartments ,4,1
297235263812427777,Fri Feb 01 06:49:43 +0000 2013, well im here till 9,0,1
295328979647340544,Sun Jan 27 00:34:50 +0000 2013, back better then ever after brain surgery 2 cut out tumour in dec  vision casting  amp  inspiring us 4 the future   c3mackay,1,1
295883653324627968,Mon Jan 28 13:18:54 +0000 2013, please explain that tweet sent from   amp  why it was deleted  plain dumb  amp  a reflection on our insipid msm   auspol,2,1
295430202354454528,Sun Jan 27 07:17:03 +0000 2013,  power is getting cut and places evacuated  cassie had to leave the myer center ,1,1
295322901165527040,Sun Jan 27 00:10:41 +0000 2013,fun in the sun fundaywithdad  at the strand ,1,1
295874037874315264,Mon Jan 28 12:40:42 +0000 2013,hey liam! hoping you will follow me if you get the time thank you very much  xxx,2,1
295872795328532480,Mon Jan 28 12:35:46 +0000 2013,rt  tony abbott says labor may seek new queensland flood levy  ,2,1
295780345293455360,Mon Jan 28 06:28:24 +0000 2013,   c i wanna die  oh jesus please save me,2,1
297300661043859456,Fri Feb 01 11:09:35 +0000 2013,"just a thought  after recent events, wouldnt you rather not put powerlines on the logan river? future mistakes! ",0,1
295520344926728192,Sun Jan 27 13:15:15 +0000 2013,true  if u r globalising why would you need a car? rt  whose stupid idea was those kia ads?,1,1
296719442593845249,Wed Jan 30 20:40:02 +0000 2013,solid timber queen bedroom setting vgc  395 00 broadbeach waters ,4,1
296057782099132418,Tue Jan 29 00:50:50 +0000 2013,just cos people are famous doeant make them perfect they make mistakes too  stop making excuses for them  they are human just like you,3,1
297099766209318912,Thu Jan 31 21:51:18 +0000 2013," mate i was in vegas last sept for work,  i should have contacted you   been back home lately?",5,1
295890751081025536,Mon Jan 28 13:47:07 +0000 2013, its weird  is a good finisher but since lukaku has been on loan there hes shown how one dimensional odemwingie is,2,1
296520521963675648,Wed Jan 30 07:29:36 +0000 2013, haha no cos u keep playing in the car!,4,1
295813369892589568,Mon Jan 28 08:39:37 +0000 2013,1)telstra network dead for 2 days no internet and etc 2) chanel 7 dead for the night of  aust open grand final!  longweekend,2,1
296700848254353409,Wed Jan 30 19:26:09 +0000 2013,  exactly the same as what i thought it was too  sad of its true though,4,1
297224700361338882,Fri Feb 01 06:07:45 +0000 2013, might piss off your hubby,0,1
296435605045383168,Wed Jan 30 01:52:10 +0000 2013, good stuff i think i will saving my money for sat though  although sr 4 no 5 greek island is a good e w bet,4,1
295507609283330048,Sun Jan 27 12:24:38 +0000 2013,"  our east coast has turned nasty too, 80klm  winds and 5 m swells  all gold coast beaches closed  valley pool swim the go ",1,1
296953138185920512,Thu Jan 31 12:08:39 +0000 2013,"all packed! see u soon, jakarta!  holiday  getaway  at orange grove rd   bosworth street   55 ",5,1
296613842824351745,Wed Jan 30 13:40:25 +0000 2013, guess that makes me a ho !,4,1
296514334778093569,Wed Jan 30 07:05:01 +0000 2013,"sneak peek at the beautiful gowns for tomorrow shoot   different colours, different fabrics  al at the cliffe ",4,1
296613359028154369,Wed Jan 30 13:38:30 +0000 2013, you know how you suggested to blog my story? should i scan it  amp  post it raw? (i also prolly wont feel like typing it all out lol),4,1
295353790947807232,Sun Jan 27 02:13:25 +0000 2013,"im at king of knives (indooroopilly, qld) ",1,1
296896419049111552,Thu Jan 31 08:23:17 +0000 2013,rudy gay has been traded to the raptors!! there goes the grizzlies chances  wtf  rudygay,5,1
296763251524501505,Wed Jan 30 23:34:07 +0000 2013, joan!! naughty!! thanks for one helluva laugh!!,4,1
297097328781836288,Thu Jan 31 21:41:37 +0000 2013, becoming a street girl that should read,5,1
295479541986635777,Sun Jan 27 10:33:07 +0000 2013, i never buy apps  you should be happy ,1,1
295491069561409536,Sun Jan 27 11:18:55 +0000 2013, thanks for the follow babes,1,1
297275108572164096,Fri Feb 01 09:28:03 +0000 2013," thats to blatant there has to be some way of twist(lie) about him, the only footballer in the modern game to play for free and he  ",0,1
295994597350445056,Mon Jan 28 20:39:45 +0000 2013,"be humble, gentle, and patient  show your love by being tolerant with one another  ephesians 4 2",2,1
296225988214398976,Tue Jan 29 11:59:13 +0000 2013,who wants to come to bed with me,3,1
296445923444285444,Wed Jan 30 02:33:10 +0000 2013, alex put us on the door  yew!,4,1
295387372881854464,Sun Jan 27 04:26:52 +0000 2013,   cute australian animals make him look good!  ),1,1
296370696139968512,Tue Jan 29 21:34:14 +0000 2013,i just ousted  as the mayor of aviation australia on  ,3,1
296882945342459904,Thu Jan 31 07:29:44 +0000 2013, but the schnuffel bunny is the cutest haha,5,1
296506423439941632,Wed Jan 30 06:33:34 +0000 2013, i could use some starbucks too  low on sleep   ,4,1
296445697530683393,Wed Jan 30 02:32:16 +0000 2013," tbh, im not sure how itll survive without him, as great as the other characters are",4,1
295398092780478464,Sun Jan 27 05:09:28 +0000 2013, so angry not after today no,1,1
297111063344865280,Thu Jan 31 22:36:12 +0000 2013, haha especially the way he manoeuvres round petrol stations!!,5,1
296274038408499201,Tue Jan 29 15:10:09 +0000 2013,im so grumpy today i swear theres so many people that i wanna punch ,3,1
295353801370652673,Sun Jan 27 02:13:28 +0000 2013,with  adi mark adi at chandler swimming centre    adi  swimming  boss  markostheboss,1,1
295844809325817857,Mon Jan 28 10:44:33 +0000 2013,"dear twitter, fuck you and good night! (takes now then flips off) sweet dreams and stuff   going to bed to wake up at 5 30 am  _ ",2,1
296805161228193793,Thu Jan 31 02:20:39 +0000 2013, hows it going insomniac?,5,1
296586327850377217,Wed Jan 30 11:51:05 +0000 2013, also sorry for distracting you on the car!!!,4,1
295384768948875264,Sun Jan 27 04:16:31 +0000 2013,bloody hell when will some famous people come online so they can chat,1,1
296498549141667840,Wed Jan 30 06:02:17 +0000 2013,  thanks! ill give the isolation test a try ,4,1
296599756401152001,Wed Jan 30 12:44:27 +0000 2013,its about this stage i wonder what  mundanes spin doctors are working on excuse wise,4,1
297458809545306112,Fri Feb 01 21:38:01 +0000 2013,it still hurts even tho i wrapped it up ugh,0,1
296413825308188673,Wed Jan 30 00:25:37 +0000 2013,i love nicole richie ie so much,4,1
297194939840872448,Fri Feb 01 04:09:29 +0000 2013,"lunch outing with my beautiful daughter  cool drink of lemon, line  amp  bitters while waiting for lunch  at ",0,1
297110809081954305,Thu Jan 31 22:35:11 +0000 2013,me thinks airline alliances is code word for legal price fixing,5,1
296009463326982146,Mon Jan 28 21:38:50 +0000 2013, show me the blonde   ),2,1
